mixture_path,vocals_path,drums_path,bass_path,other_path,duration
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db2\Db_182\mixture.wav,Datasets\Db2\Db_182\vocals.wav,Datasets\Db2\Db_182\drums.wav,Datasets\Db2\Db_182\bass.wav,Datasets\Db2\Db_182\other.wav,276.0
Datasets\Db1\Db_016\mixture.wav,Datasets\Db1\Db_016\vocals.wav,Datasets\Db1\Db_016\drums.wav,Datasets\Db1\Db_016\bass.wav,Datasets\Db1\Db_016\other.wav,105.89773242630386
Datasets\Db1\Db_020\mixture.wav,Datasets\Db1\Db_020\vocals.wav,Datasets\Db1\Db_020\drums.wav,Datasets\Db1\Db_020\bass.wav,Datasets\Db1\Db_020\other.wav,294.9019501133787
Datasets\Db2\Db_126\mixture.wav,Datasets\Db2\Db_126\vocals.wav,Datasets\Db2\Db_126\drums.wav,Datasets\Db2\Db_126\bass.wav,Datasets\Db2\Db_126\other.wav,299.3143083900227
Datasets\Db2\Db_188\mixture.wav,Datasets\Db2\Db_188\vocals.wav,Datasets\Db2\Db_188\drums.wav,Datasets\Db2\Db_188\bass.wav,Datasets\Db2\Db_188\other.wav,135.3875283446712
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db3\Db_002\mixture.wav,Datasets\Db3\Db_002\vocals.wav,Datasets\Db3\Db_002\drums.wav,Datasets\Db3\Db_002\bass.wav,Datasets\Db3\Db_002\other.wav,238.0491156462585
Datasets\Db2\Db_021\mixture.wav,Datasets\Db2\Db_021\vocals.wav,Datasets\Db2\Db_021\drums.wav,Datasets\Db2\Db_021\bass.wav,Datasets\Db2\Db_021\other.wav,187.97818594104308
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db2\Db_003\mixture.wav,Datasets\Db2\Db_003\vocals.wav,Datasets\Db2\Db_003\drums.wav,Datasets\Db2\Db_003\bass.wav,Datasets\Db2\Db_003\other.wav,231.58879818594104
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db2\Db_042\mixture.wav,Datasets\Db2\Db_042\vocals.wav,Datasets\Db2\Db_042\drums.wav,Datasets\Db2\Db_042\bass.wav,Datasets\Db2\Db_042\other.wav,171.66666666666666
Datasets\Db1\Db_024\mixture.wav,Datasets\Db1\Db_024\vocals.wav,Datasets\Db1\Db_024\drums.wav,Datasets\Db1\Db_024\bass.wav,Datasets\Db1\Db_024\other.wav,395.5
Datasets\Db2\Db_118\mixture.wav,Datasets\Db2\Db_118\vocals.wav,Datasets\Db2\Db_118\drums.wav,Datasets\Db2\Db_118\bass.wav,Datasets\Db2\Db_118\other.wav,172.0
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db3\Db_128\mixture.wav,Datasets\Db3\Db_128\vocals.wav,Datasets\Db3\Db_128\drums.wav,Datasets\Db3\Db_128\bass.wav,Datasets\Db3\Db_128\other.wav,305.72092970521544
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db2\Db_233\mixture.wav,Datasets\Db2\Db_233\vocals.wav,Datasets\Db2\Db_233\drums.wav,Datasets\Db2\Db_233\bass.wav,Datasets\Db2\Db_233\other.wav,211.3043537414966
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db2\Db_236\mixture.wav,Datasets\Db2\Db_236\vocals.wav,Datasets\Db2\Db_236\drums.wav,Datasets\Db2\Db_236\bass.wav,Datasets\Db2\Db_236\other.wav,211.95122448979592
Datasets\Db3\Db_025\mixture.wav,Datasets\Db3\Db_025\vocals.wav,Datasets\Db3\Db_025\drums.wav,Datasets\Db3\Db_025\bass.wav,Datasets\Db3\Db_025\other.wav,275.82589569161
Datasets\Db2\Db_122\mixture.wav,Datasets\Db2\Db_122\vocals.wav,Datasets\Db2\Db_122\drums.wav,Datasets\Db2\Db_122\bass.wav,Datasets\Db2\Db_122\other.wav,292.04809523809524
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db2\Db_178\mixture.wav,Datasets\Db2\Db_178\vocals.wav,Datasets\Db2\Db_178\drums.wav,Datasets\Db2\Db_178\bass.wav,Datasets\Db2\Db_178\other.wav,227.53845804988663
Datasets\Db3\Db_110\mixture.wav,Datasets\Db3\Db_110\vocals.wav,Datasets\Db3\Db_110\drums.wav,Datasets\Db3\Db_110\bass.wav,Datasets\Db3\Db_110\other.wav,177.39732426303854
Datasets\Db3\Db_106\mixture.wav,Datasets\Db3\Db_106\vocals.wav,Datasets\Db3\Db_106\drums.wav,Datasets\Db3\Db_106\bass.wav,Datasets\Db3\Db_106\other.wav,355.5004081632653
Datasets\Db1\Db_062\mixture.wav,Datasets\Db1\Db_062\vocals.wav,Datasets\Db1\Db_062\drums.wav,Datasets\Db1\Db_062\bass.wav,Datasets\Db1\Db_062\other.wav,336.2133333333333
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db1\Db_016\mixture.wav,Datasets\Db1\Db_016\vocals.wav,Datasets\Db1\Db_016\drums.wav,Datasets\Db1\Db_016\bass.wav,Datasets\Db1\Db_016\other.wav,105.89773242630386
Datasets\Db1\Db_003\mixture.wav,Datasets\Db1\Db_003\vocals.wav,Datasets\Db1\Db_003\drums.wav,Datasets\Db1\Db_003\bass.wav,Datasets\Db1\Db_003\other.wav,232.70401360544216
Datasets\Db1\Db_020\mixture.wav,Datasets\Db1\Db_020\vocals.wav,Datasets\Db1\Db_020\drums.wav,Datasets\Db1\Db_020\bass.wav,Datasets\Db1\Db_020\other.wav,294.9019501133787
Datasets\Db1\Db_005\mixture.wav,Datasets\Db1\Db_005\vocals.wav,Datasets\Db1\Db_005\drums.wav,Datasets\Db1\Db_005\bass.wav,Datasets\Db1\Db_005\other.wav,255.2554648526077
Datasets\Db1\Db_036\mixture.wav,Datasets\Db1\Db_036\vocals.wav,Datasets\Db1\Db_036\drums.wav,Datasets\Db1\Db_036\bass.wav,Datasets\Db1\Db_036\other.wav,319.97868480725623
Datasets\Db2\Db_223\mixture.wav,Datasets\Db2\Db_223\vocals.wav,Datasets\Db2\Db_223\drums.wav,Datasets\Db2\Db_223\bass.wav,Datasets\Db2\Db_223\other.wav,171.1281632653061
Datasets\Db3\Db_087\mixture.wav,Datasets\Db3\Db_087\vocals.wav,Datasets\Db3\Db_087\drums.wav,Datasets\Db3\Db_087\bass.wav,Datasets\Db3\Db_087\other.wav,41.85414965986394
Datasets\Db2\Db_058\mixture.wav,Datasets\Db2\Db_058\vocals.wav,Datasets\Db2\Db_058\drums.wav,Datasets\Db2\Db_058\bass.wav,Datasets\Db2\Db_058\other.wav,213.3333333333333
Datasets\Db2\Db_228\mixture.wav,Datasets\Db2\Db_228\vocals.wav,Datasets\Db2\Db_228\drums.wav,Datasets\Db2\Db_228\bass.wav,Datasets\Db2\Db_228\other.wav,230.0
Datasets\Db1\Db_026\mixture.wav,Datasets\Db1\Db_026\vocals.wav,Datasets\Db1\Db_026\drums.wav,Datasets\Db1\Db_026\bass.wav,Datasets\Db1\Db_026\other.wav,107.95
Datasets\Db1\Db_044\mixture.wav,Datasets\Db1\Db_044\vocals.wav,Datasets\Db1\Db_044\drums.wav,Datasets\Db1\Db_044\bass.wav,Datasets\Db1\Db_044\other.wav,341.12
Datasets\Db3\Db_104\mixture.wav,Datasets\Db3\Db_104\vocals.wav,Datasets\Db3\Db_104\drums.wav,Datasets\Db3\Db_104\bass.wav,Datasets\Db3\Db_104\other.wav,242.7134693877551
Datasets\Db3\Db_111\mixture.wav,Datasets\Db3\Db_111\vocals.wav,Datasets\Db3\Db_111\drums.wav,Datasets\Db3\Db_111\bass.wav,Datasets\Db3\Db_111\other.wav,324.6857142857143
Datasets\Db1\Db_013\mixture.wav,Datasets\Db1\Db_013\vocals.wav,Datasets\Db1\Db_013\drums.wav,Datasets\Db1\Db_013\bass.wav,Datasets\Db1\Db_013\other.wav,412.16
Datasets\Db2\Db_016\mixture.wav,Datasets\Db2\Db_016\vocals.wav,Datasets\Db2\Db_016\drums.wav,Datasets\Db2\Db_016\bass.wav,Datasets\Db2\Db_016\other.wav,243.2307256235828
Datasets\Db2\Db_090\mixture.wav,Datasets\Db2\Db_090\vocals.wav,Datasets\Db2\Db_090\drums.wav,Datasets\Db2\Db_090\bass.wav,Datasets\Db2\Db_090\other.wav,208.0
Datasets\Db3\Db_044\mixture.wav,Datasets\Db3\Db_044\vocals.wav,Datasets\Db3\Db_044\drums.wav,Datasets\Db3\Db_044\bass.wav,Datasets\Db3\Db_044\other.wav,315.3437414965986
Datasets\Db2\Db_108\mixture.wav,Datasets\Db2\Db_108\vocals.wav,Datasets\Db2\Db_108\drums.wav,Datasets\Db2\Db_108\bass.wav,Datasets\Db2\Db_108\other.wav,186.2065306122449
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db1\Db_056\mixture.wav,Datasets\Db1\Db_056\vocals.wav,Datasets\Db1\Db_056\drums.wav,Datasets\Db1\Db_056\bass.wav,Datasets\Db1\Db_056\other.wav,846.2226984126984
Datasets\Db2\Db_171\mixture.wav,Datasets\Db2\Db_171\vocals.wav,Datasets\Db2\Db_171\drums.wav,Datasets\Db2\Db_171\bass.wav,Datasets\Db2\Db_171\other.wav,208.0
Datasets\Db3\Db_032\mixture.wav,Datasets\Db3\Db_032\vocals.wav,Datasets\Db3\Db_032\drums.wav,Datasets\Db3\Db_032\bass.wav,Datasets\Db3\Db_032\other.wav,294.7008843537415
Datasets\Db3\Db_121\mixture.wav,Datasets\Db3\Db_121\vocals.wav,Datasets\Db3\Db_121\drums.wav,Datasets\Db3\Db_121\bass.wav,Datasets\Db3\Db_121\other.wav,391.9818594104309
Datasets\Db1\Db_022\mixture.wav,Datasets\Db1\Db_022\vocals.wav,Datasets\Db1\Db_022\drums.wav,Datasets\Db1\Db_022\bass.wav,Datasets\Db1\Db_022\other.wav,365.0
Datasets\Db2\Db_213\mixture.wav,Datasets\Db2\Db_213\vocals.wav,Datasets\Db2\Db_213\drums.wav,Datasets\Db2\Db_213\bass.wav,Datasets\Db2\Db_213\other.wav,216.49698412698413
Datasets\Db3\Db_072\mixture.wav,Datasets\Db3\Db_072\vocals.wav,Datasets\Db3\Db_072\drums.wav,Datasets\Db3\Db_072\bass.wav,Datasets\Db3\Db_072\other.wav,227.42857142857144
Datasets\Db3\Db_149\mixture.wav,Datasets\Db3\Db_149\vocals.wav,Datasets\Db3\Db_149\drums.wav,Datasets\Db3\Db_149\bass.wav,Datasets\Db3\Db_149\other.wav,234.3839229024944
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db2\Db_200\mixture.wav,Datasets\Db2\Db_200\vocals.wav,Datasets\Db2\Db_200\drums.wav,Datasets\Db2\Db_200\bass.wav,Datasets\Db2\Db_200\other.wav,243.1168707482993
Datasets\Db3\Db_069\mixture.wav,Datasets\Db3\Db_069\vocals.wav,Datasets\Db3\Db_069\drums.wav,Datasets\Db3\Db_069\bass.wav,Datasets\Db3\Db_069\other.wav,281.61160997732424
Datasets\Db1\Db_024\mixture.wav,Datasets\Db1\Db_024\vocals.wav,Datasets\Db1\Db_024\drums.wav,Datasets\Db1\Db_024\bass.wav,Datasets\Db1\Db_024\other.wav,395.5
Datasets\Db3\Db_047\mixture.wav,Datasets\Db3\Db_047\vocals.wav,Datasets\Db3\Db_047\drums.wav,Datasets\Db3\Db_047\bass.wav,Datasets\Db3\Db_047\other.wav,317.2812471655329
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db1\Db_037\mixture.wav,Datasets\Db1\Db_037\vocals.wav,Datasets\Db1\Db_037\drums.wav,Datasets\Db1\Db_037\bass.wav,Datasets\Db1\Db_037\other.wav,367.8108163265306
Datasets\Db1\Db_073\mixture.wav,Datasets\Db1\Db_073\vocals.wav,Datasets\Db1\Db_073\drums.wav,Datasets\Db1\Db_073\bass.wav,Datasets\Db1\Db_073\other.wav,345.6571882086168
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db1\Db_058\mixture.wav,Datasets\Db1\Db_058\vocals.wav,Datasets\Db1\Db_058\drums.wav,Datasets\Db1\Db_058\bass.wav,Datasets\Db1\Db_058\other.wav,143.15181405895692
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db1\Db_009\mixture.wav,Datasets\Db1\Db_009\vocals.wav,Datasets\Db1\Db_009\drums.wav,Datasets\Db1\Db_009\bass.wav,Datasets\Db1\Db_009\other.wav,225.88371882086167
Datasets\Db1\Db_059\mixture.wav,Datasets\Db1\Db_059\vocals.wav,Datasets\Db1\Db_059\drums.wav,Datasets\Db1\Db_059\bass.wav,Datasets\Db1\Db_059\other.wav,287.3841723356009
Datasets\Db1\Db_027\mixture.wav,Datasets\Db1\Db_027\vocals.wav,Datasets\Db1\Db_027\drums.wav,Datasets\Db1\Db_027\bass.wav,Datasets\Db1\Db_027\other.wav,334.9822902494331
Datasets\Db1\Db_012\mixture.wav,Datasets\Db1\Db_012\vocals.wav,Datasets\Db1\Db_012\drums.wav,Datasets\Db1\Db_012\bass.wav,Datasets\Db1\Db_012\other.wav,306.2185260770975
Datasets\Db3\Db_016\mixture.wav,Datasets\Db3\Db_016\vocals.wav,Datasets\Db3\Db_016\drums.wav,Datasets\Db3\Db_016\bass.wav,Datasets\Db3\Db_016\other.wav,207.88244897959183
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db3\Db_073\mixture.wav,Datasets\Db3\Db_073\vocals.wav,Datasets\Db3\Db_073\drums.wav,Datasets\Db3\Db_073\bass.wav,Datasets\Db3\Db_073\other.wav,270.0
Datasets\Db1\Db_001\mixture.wav,Datasets\Db1\Db_001\vocals.wav,Datasets\Db1\Db_001\drums.wav,Datasets\Db1\Db_001\bass.wav,Datasets\Db1\Db_001\other.wav,362.6666666666667
Datasets\Db2\Db_005\mixture.wav,Datasets\Db2\Db_005\vocals.wav,Datasets\Db2\Db_005\drums.wav,Datasets\Db2\Db_005\bass.wav,Datasets\Db2\Db_005\other.wav,149.72609977324262
Datasets\Db2\Db_031\mixture.wav,Datasets\Db2\Db_031\vocals.wav,Datasets\Db2\Db_031\drums.wav,Datasets\Db2\Db_031\bass.wav,Datasets\Db2\Db_031\other.wav,131.76278911564626
Datasets\Db3\Db_059\mixture.wav,Datasets\Db3\Db_059\vocals.wav,Datasets\Db3\Db_059\drums.wav,Datasets\Db3\Db_059\bass.wav,Datasets\Db3\Db_059\other.wav,258.5
Datasets\Db3\Db_075\mixture.wav,Datasets\Db3\Db_075\vocals.wav,Datasets\Db3\Db_075\drums.wav,Datasets\Db3\Db_075\bass.wav,Datasets\Db3\Db_075\other.wav,282.71430839002267
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_018\mixture.wav,Datasets\Db3\Db_018\vocals.wav,Datasets\Db3\Db_018\drums.wav,Datasets\Db3\Db_018\bass.wav,Datasets\Db3\Db_018\other.wav,337.0401814058957
Datasets\Db1\Db_066\mixture.wav,Datasets\Db1\Db_066\vocals.wav,Datasets\Db1\Db_066\drums.wav,Datasets\Db1\Db_066\bass.wav,Datasets\Db1\Db_066\other.wav,304.78603174603177
Datasets\Db3\Db_070\mixture.wav,Datasets\Db3\Db_070\vocals.wav,Datasets\Db3\Db_070\drums.wav,Datasets\Db3\Db_070\bass.wav,Datasets\Db3\Db_070\other.wav,292.82142857142856
Datasets\Db2\Db_133\mixture.wav,Datasets\Db2\Db_133\vocals.wav,Datasets\Db2\Db_133\drums.wav,Datasets\Db2\Db_133\bass.wav,Datasets\Db2\Db_133\other.wav,218.7
Datasets\Db2\Db_214\mixture.wav,Datasets\Db2\Db_214\vocals.wav,Datasets\Db2\Db_214\drums.wav,Datasets\Db2\Db_214\bass.wav,Datasets\Db2\Db_214\other.wav,175.44827664399094
Datasets\Db3\Db_063\mixture.wav,Datasets\Db3\Db_063\vocals.wav,Datasets\Db3\Db_063\drums.wav,Datasets\Db3\Db_063\bass.wav,Datasets\Db3\Db_063\other.wav,255.5178684807256
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db2\Db_060\mixture.wav,Datasets\Db2\Db_060\vocals.wav,Datasets\Db2\Db_060\drums.wav,Datasets\Db2\Db_060\bass.wav,Datasets\Db2\Db_060\other.wav,245.28
Datasets\Db2\Db_114\mixture.wav,Datasets\Db2\Db_114\vocals.wav,Datasets\Db2\Db_114\drums.wav,Datasets\Db2\Db_114\bass.wav,Datasets\Db2\Db_114\other.wav,215.6369614512472
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db1\Db_017\mixture.wav,Datasets\Db1\Db_017\vocals.wav,Datasets\Db1\Db_017\drums.wav,Datasets\Db1\Db_017\bass.wav,Datasets\Db1\Db_017\other.wav,113.32267573696146
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_085\mixture.wav,Datasets\Db3\Db_085\vocals.wav,Datasets\Db3\Db_085\drums.wav,Datasets\Db3\Db_085\bass.wav,Datasets\Db3\Db_085\other.wav,124.77995464852609
Datasets\Db1\Db_018\mixture.wav,Datasets\Db1\Db_018\vocals.wav,Datasets\Db1\Db_018\drums.wav,Datasets\Db1\Db_018\bass.wav,Datasets\Db1\Db_018\other.wav,146.1641723356009
Datasets\Db1\Db_021\mixture.wav,Datasets\Db1\Db_021\vocals.wav,Datasets\Db1\Db_021\drums.wav,Datasets\Db1\Db_021\bass.wav,Datasets\Db1\Db_021\other.wav,256.0004081632653
Datasets\Db2\Db_032\mixture.wav,Datasets\Db2\Db_032\vocals.wav,Datasets\Db2\Db_032\drums.wav,Datasets\Db2\Db_032\bass.wav,Datasets\Db2\Db_032\other.wav,192.49997732426303
Datasets\Db2\Db_024\mixture.wav,Datasets\Db2\Db_024\vocals.wav,Datasets\Db2\Db_024\drums.wav,Datasets\Db2\Db_024\bass.wav,Datasets\Db2\Db_024\other.wav,346.75614512471657
Datasets\Db2\Db_237\mixture.wav,Datasets\Db2\Db_237\vocals.wav,Datasets\Db2\Db_237\drums.wav,Datasets\Db2\Db_237\bass.wav,Datasets\Db2\Db_237\other.wav,229.02439909297053
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db3\Db_014\mixture.wav,Datasets\Db3\Db_014\vocals.wav,Datasets\Db3\Db_014\drums.wav,Datasets\Db3\Db_014\bass.wav,Datasets\Db3\Db_014\other.wav,219.3928571428572
Datasets\Db2\Db_083\mixture.wav,Datasets\Db2\Db_083\vocals.wav,Datasets\Db2\Db_083\drums.wav,Datasets\Db2\Db_083\bass.wav,Datasets\Db2\Db_083\other.wav,198.0
Datasets\Db1\Db_059\mixture.wav,Datasets\Db1\Db_059\vocals.wav,Datasets\Db1\Db_059\drums.wav,Datasets\Db1\Db_059\bass.wav,Datasets\Db1\Db_059\other.wav,287.3841723356009
Datasets\Db2\Db_229\mixture.wav,Datasets\Db2\Db_229\vocals.wav,Datasets\Db2\Db_229\drums.wav,Datasets\Db2\Db_229\bass.wav,Datasets\Db2\Db_229\other.wav,196.66666666666663
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db3\Db_036\mixture.wav,Datasets\Db3\Db_036\vocals.wav,Datasets\Db3\Db_036\drums.wav,Datasets\Db3\Db_036\bass.wav,Datasets\Db3\Db_036\other.wav,190.4821315192744
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db1\Db_010\mixture.wav,Datasets\Db1\Db_010\vocals.wav,Datasets\Db1\Db_010\drums.wav,Datasets\Db1\Db_010\bass.wav,Datasets\Db1\Db_010\other.wav,583.68
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db3\Db_131\mixture.wav,Datasets\Db3\Db_131\vocals.wav,Datasets\Db3\Db_131\drums.wav,Datasets\Db3\Db_131\bass.wav,Datasets\Db3\Db_131\other.wav,167.0
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db1\Db_028\mixture.wav,Datasets\Db1\Db_028\vocals.wav,Datasets\Db1\Db_028\drums.wav,Datasets\Db1\Db_028\bass.wav,Datasets\Db1\Db_028\other.wav,201.3634467120181
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db1\Db_070\mixture.wav,Datasets\Db1\Db_070\vocals.wav,Datasets\Db1\Db_070\drums.wav,Datasets\Db1\Db_070\bass.wav,Datasets\Db1\Db_070\other.wav,92.0
Datasets\Db1\Db_013\mixture.wav,Datasets\Db1\Db_013\vocals.wav,Datasets\Db1\Db_013\drums.wav,Datasets\Db1\Db_013\bass.wav,Datasets\Db1\Db_013\other.wav,412.16
Datasets\Db3\Db_013\mixture.wav,Datasets\Db3\Db_013\vocals.wav,Datasets\Db3\Db_013\drums.wav,Datasets\Db3\Db_013\bass.wav,Datasets\Db3\Db_013\other.wav,179.59374149659865
Datasets\Db1\Db_033\mixture.wav,Datasets\Db1\Db_033\vocals.wav,Datasets\Db1\Db_033\drums.wav,Datasets\Db1\Db_033\bass.wav,Datasets\Db1\Db_033\other.wav,268.7941950113379
Datasets\Db2\Db_082\mixture.wav,Datasets\Db2\Db_082\vocals.wav,Datasets\Db2\Db_082\drums.wav,Datasets\Db2\Db_082\bass.wav,Datasets\Db2\Db_082\other.wav,166.7197052154195
Datasets\Db1\Db_048\mixture.wav,Datasets\Db1\Db_048\vocals.wav,Datasets\Db1\Db_048\drums.wav,Datasets\Db1\Db_048\bass.wav,Datasets\Db1\Db_048\other.wav,501.5893424036281
